Soil_Type,Crop_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Level,Rainfall,Temperature,Recommended_Fertilizer
Peaty,Sugarcane,7.5,83,47,64,18.1,109,29.4,NPK
Clay,Sugarcane,7.4,71,59,61,24.5,217,34.3,Urea
Loamy,Maize,4.6,113,20,31,28.5,238,34.3,10-26-26
Chalky,Soybean,7.9,113,60,40,14.2,106,23.6,Compost
Silty,Sugarcane,5.2,46,43,50,25.0,117,30.1,10-26-26
Peaty,Soybean,5.8,94,47,67,23.5,133,29.7,DAP
Loamy,Rice,6.2,120,40,77,31.4,209,31.1,NPK
Peaty,Soybean,4.8,42,49,77,25.5,83,22.0,10-26-26
Chalky,Maize,6.7,64,28,73,33.9,181,32.9,10-26-26
Clay,Barley,6.1,55,27,66,17.3,141,22.0,10-26-26
Peaty,Rice,6.6,41,35,64,12.9,112,27.3,10-26-26
Peaty,Cotton,4.5,79,28,71,18.1,160,21.7,10-26-26
Loamy,Rice,8.4,71,47,32,28.2,226,23.9,10-26-26
Clay,Barley,4.9,107,40,64,22.9,105,21.6,Compost
Peaty,Barley,6.6,55,22,48,30.9,163,28.5,10-26-26
Clay,Wheat,7.0,78,33,75,23.5,198,33.8,Urea
Sandy,Cotton,8.2,48,41,74,22.8,215,23.2,10-26-26
Silty,Wheat,6.3,88,45,38,14.7,192,28.8,10-26-26
Clay,Wheat,6.5,84,52,76,12.6,233,21.4,Urea
Silty,Sugarcane,6.4,71,33,52,32.2,141,27.6,Vermicompost
Clay,Barley,7.2,40,60,51,18.5,219,27.7,10-26-26
Loamy,Soybean,6.3,95,25,53,26.5,242,18.9,10-26-26
Loamy,Cotton,6.5,71,25,71,17.4,165,23.5,10-26-26
Silty,Soybean,8.3,88,35,67,14.6,204,23.3,Vermicompost
Sandy,Maize,6.5,84,27,36,31.6,177,25.1,10-26-26
Loamy,Wheat,7.5,90,59,32,31.4,248,23.3,10-26-26
Sandy,Soybean,6.1,105,35,60,18.9,204,32.2,DAP
Silty,Rice,4.7,60,54,68,17.7,187,29.5,Compost
Chalky,Cotton,6.8,92,20,51,20.9,143,27.2,10-26-26
Loamy,Wheat,5.3,106,25,54,20.8,145,26.5,10-26-26
Loamy,Rice,8.1,92,24,32,16.5,106,32.8,10-26-26
Peaty,Barley,7.1,99,40,70,10.5,132,30.3,Urea
Loamy,Sugarcane,4.6,78,46,46,34.9,90,32.8,Compost
Loamy,Rice,5.7,44,32,72,16.4,223,24.5,10-26-26
Peaty,Rice,5.9,57,51,43,19.3,82,23.4,10-26-26
Loamy,Wheat,7.0,102,46,43,14.1,188,32.4,Urea
Sandy,Soybean,7.7,105,26,46,21.9,242,32.5,10-26-26
Loamy,Barley,5.5,74,49,37,10.4,215,28.5,10-26-26
Peaty,Wheat,6.3,115,40,80,24.2,134,33.3,Urea
Clay,Sugarcane,8.4,92,56,32,25.9,187,31.0,10-26-26
Silty,Cotton,4.8,73,58,70,14.0,80,30.5,Compost
Peaty,Wheat,6.2,62,52,64,21.1,151,23.2,Vermicompost
Peaty,Cotton,6.9,74,40,78,14.6,169,28.7,Urea
Chalky,Wheat,5.2,82,54,77,11.6,196,23.6,Compost
Sandy,Soybean,5.4,102,27,59,32.2,148,18.9,10-26-26
Sandy,Rice,5.2,94,55,65,23.7,110,26.2,Compost
Clay,Soybean,4.7,89,37,79,10.2,88,34.8,Compost
Sandy,Maize,7.1,66,57,62,19.1,213,26.0,DAP
Clay,Sugarcane,5.6,103,33,65,18.6,200,29.0,NPK
Silty,Barley,8.0,85,52,44,14.6,139,32.3,Urea
Sandy,Cotton,5.0,76,50,58,15.4,83,18.6,Compost
Loamy,Rice,5.1,69,20,68,32.9,83,25.8,10-26-26
Peaty,Rice,4.8,84,32,62,34.0,243,32.9,Compost
Silty,Rice,7.5,63,54,38,33.3,181,21.7,10-26-26
Sandy,Maize,7.8,73,30,32,27.2,147,32.8,10-26-26
Clay,Barley,7.7,61,34,35,18.7,236,31.2,10-26-26
Clay,Barley,5.5,85,48,59,18.2,114,19.8,Urea
Clay,Maize,8.2,75,24,31,17.3,94,26.9,10-26-26
Chalky,Barley,6.1,103,57,75,34.0,149,23.7,Urea
Clay,Sugarcane,7.6,67,30,47,31.4,175,25.4,DAP
Peaty,Barley,6.0,49,23,69,28.7,203,33.5,10-26-26
Chalky,Sugarcane,7.5,79,26,70,15.7,116,33.1,10-26-26
Sandy,Soybean,6.1,75,54,59,24.4,87,32.1,Vermicompost
Chalky,Barley,5.3,111,50,39,29.6,179,28.1,10-26-26
Loamy,Soybean,8.1,113,46,43,14.3,126,25.2,DAP
Loamy,Rice,7.8,103,39,80,10.5,116,19.9,NPK
Sandy,Maize,8.5,41,36,74,17.0,245,34.6,10-26-26
Chalky,Wheat,5.2,62,46,36,19.0,107,30.8,10-26-26
Peaty,Soybean,7.1,119,23,32,24.5,129,27.0,10-26-26
Loamy,Cotton,7.9,107,47,36,15.9,177,25.5,10-26-26
Sandy,Rice,5.1,100,20,39,24.9,219,22.3,10-26-26
Silty,Cotton,5.8,61,23,39,21.8,88,18.5,10-26-26
Clay,Sugarcane,4.9,82,35,55,27.1,186,25.3,Compost
Chalky,Wheat,8.0,48,56,53,27.4,130,18.1,10-26-26
Silty,Sugarcane,7.0,114,21,30,12.3,166,31.3,10-26-26
Silty,Cotton,8.5,117,40,31,23.3,95,29.6,10-26-26
Clay,Cotton,5.4,71,28,51,20.9,224,32.6,10-26-26
Clay,Rice,5.2,99,33,69,16.6,198,25.6,Compost
Clay,Wheat,7.3,44,48,40,19.4,121,33.8,10-26-26
Clay,Rice,4.9,66,54,54,19.3,224,30.1,Compost
Clay,Barley,5.4,105,50,34,26.4,247,20.8,10-26-26
Silty,Cotton,4.7,58,31,37,13.0,86,33.8,10-26-26
Loamy,Maize,6.7,75,46,80,29.9,108,23.7,DAP
Silty,Rice,6.9,112,30,65,22.4,97,34.1,NPK
Silty,Soybean,7.5,40,49,46,28.3,158,18.8,10-26-26
Sandy,Cotton,6.7,46,29,44,21.7,157,33.8,10-26-26
Loamy,Soybean,5.5,56,31,53,16.7,116,25.0,10-26-26
Clay,Barley,5.5,90,20,39,13.2,167,32.6,10-26-26
Sandy,Wheat,6.7,115,37,78,31.5,101,32.1,Urea
Sandy,Barley,5.6,42,57,47,23.7,158,19.4,10-26-26
Chalky,Soybean,8.2,97,50,41,20.1,176,24.7,Vermicompost
Clay,Wheat,5.7,63,46,71,21.5,240,22.3,10-26-26
Loamy,Rice,6.0,68,28,60,30.0,184,32.2,10-26-26
Clay,Barley,5.7,99,58,49,21.7,222,32.9,Urea
Clay,Barley,4.7,57,37,52,32.2,171,21.7,10-26-26
Peaty,Sugarcane,7.2,84,27,54,24.6,89,27.4,10-26-26
Sandy,Rice,7.9,53,56,72,12.5,108,23.9,10-26-26
Loamy,Sugarcane,6.7,114,25,40,30.3,190,21.7,10-26-26
Peaty,Cotton,7.7,76,58,64,20.0,185,21.2,DAP
Loamy,Cotton,7.5,111,47,80,12.3,211,26.8,DAP
Chalky,Cotton,4.8,56,33,59,18.9,177,28.2,10-26-26
Clay,Rice,6.7,104,53,47,20.1,159,25.3,NPK
Silty,Maize,5.4,43,52,77,21.4,139,34.2,10-26-26
Silty,Soybean,7.9,111,25,66,13.6,108,18.5,10-26-26
Peaty,Rice,8.2,102,38,69,23.2,225,27.1,NPK
Sandy,Rice,7.6,95,39,32,17.9,92,26.2,10-26-26
Silty,Sugarcane,8.4,107,32,55,26.8,235,20.6,NPK
Chalky,Barley,5.0,56,32,80,15.1,163,31.0,10-26-26
Sandy,Maize,5.7,109,37,62,10.5,191,34.1,10-26-26
Silty,Rice,5.2,104,30,37,10.2,137,22.0,10-26-26
Peaty,Sugarcane,5.4,92,40,47,20.6,190,33.6,Compost
Sandy,Wheat,8.0,41,30,34,21.4,122,25.0,10-26-26
Sandy,Barley,6.7,102,29,30,16.1,171,18.9,10-26-26
Loamy,Rice,8.3,66,33,30,14.7,95,21.4,10-26-26
Clay,Rice,6.4,110,53,54,22.3,143,18.3,NPK
Loamy,Barley,5.1,91,49,45,19.5,231,29.6,Compost
Clay,Sugarcane,5.4,40,20,63,20.6,213,27.5,10-26-26
Peaty,Soybean,8.1,112,25,37,18.2,144,20.3,10-26-26
Clay,Cotton,6.5,40,21,67,28.7,103,19.9,10-26-26
Silty,Sugarcane,6.2,120,29,45,10.4,115,18.6,10-26-26
Chalky,Cotton,6.4,65,49,77,17.5,228,32.4,DAP
Chalky,Sugarcane,6.9,113,49,77,21.3,238,24.9,NPK
Clay,Cotton,6.5,41,54,80,11.0,166,33.2,10-26-26
Loamy,Sugarcane,8.5,50,55,57,14.5,202,20.0,10-26-26
Loamy,Cotton,5.1,71,22,33,26.5,85,29.2,10-26-26
Peaty,Soybean,7.9,115,52,47,28.8,136,25.6,DAP
Silty,Rice,7.0,52,35,58,27.2,101,26.7,10-26-26
Clay,Sugarcane,6.4,50,40,35,26.1,249,27.5,10-26-26
Peaty,Sugarcane,7.1,87,36,51,25.3,208,30.2,NPK
Sandy,Soybean,7.1,113,39,39,23.0,84,29.6,10-26-26
Sandy,Barley,6.3,73,20,34,16.0,172,18.0,10-26-26
Sandy,Maize,6.7,70,37,56,24.8,185,34.5,Urea
Silty,Maize,5.9,88,56,68,19.9,232,21.4,DAP
Loamy,Maize,4.8,114,37,55,29.3,190,22.2,Compost
Silty,Wheat,6.9,46,26,33,27.2,220,26.0,10-26-26
Sandy,Maize,8.0,42,28,75,21.1,218,22.8,10-26-26
Clay,Barley,8.1,104,29,38,31.5,247,20.8,10-26-26
Sandy,Sugarcane,4.6,97,58,79,12.2,153,22.9,Compost
Clay,Wheat,8.4,90,29,32,24.0,215,24.3,10-26-26
Loamy,Sugarcane,8.1,48,51,46,21.3,163,23.4,10-26-26
Sandy,Cotton,8.3,69,42,70,31.2,129,32.3,DAP
Silty,Maize,6.5,60,34,52,29.7,196,21.0,Urea
Clay,Maize,6.8,51,30,69,34.6,104,22.9,10-26-26
Peaty,Wheat,7.7,110,41,36,22.3,220,18.7,10-26-26
Clay,Barley,7.6,93,24,70,14.2,125,28.7,10-26-26
Chalky,Maize,4.8,84,56,31,33.7,153,23.0,10-26-26
Chalky,Soybean,5.4,90,27,32,13.2,95,34.1,10-26-26
Silty,Sugarcane,7.3,62,34,33,28.5,147,26.5,10-26-26
Silty,Cotton,6.4,43,23,35,12.8,112,27.5,10-26-26
Peaty,Wheat,5.5,106,29,59,34.4,102,31.5,10-26-26
Clay,Rice,6.2,62,32,38,13.8,225,31.4,10-26-26
Chalky,Barley,5.0,94,24,52,14.7,102,21.6,10-26-26
Sandy,Rice,6.7,73,54,75,29.7,175,23.3,Urea
Silty,Barley,4.8,94,47,78,21.6,163,30.7,Compost
Sandy,Soybean,5.4,73,39,54,15.5,91,34.1,Compost
Loamy,Barley,8.3,62,29,58,34.8,187,31.7,10-26-26
Sandy,Soybean,5.3,78,44,31,15.3,107,23.8,10-26-26
Peaty,Rice,5.8,82,35,30,33.9,173,31.4,10-26-26
Silty,Barley,7.4,120,33,76,14.6,159,33.5,Urea
Silty,Soybean,7.8,59,36,45,14.1,169,32.8,10-26-26
Peaty,Cotton,5.6,50,51,56,12.0,216,29.2,10-26-26
Sandy,Wheat,7.1,80,26,77,12.4,112,23.4,10-26-26
Silty,Barley,8.5,63,45,58,27.0,80,30.4,Vermicompost
Silty,Soybean,5.4,93,44,52,12.0,182,22.7,Compost
Sandy,Soybean,5.5,56,37,34,15.9,239,21.3,10-26-26
Silty,Cotton,6.8,109,48,62,18.2,149,31.9,DAP
Peaty,Maize,5.2,100,49,35,21.6,249,18.2,10-26-26
Sandy,Sugarcane,6.4,47,60,43,11.4,172,34.6,10-26-26
Clay,Rice,7.7,92,26,62,22.3,157,19.5,10-26-26
Peaty,Sugarcane,6.9,101,39,39,29.0,112,21.2,10-26-26
Sandy,Maize,6.8,74,33,49,30.4,93,31.1,10-26-26
Chalky,Cotton,7.7,88,55,39,32.0,108,33.9,10-26-26
Sandy,Rice,6.1,83,60,57,24.2,144,31.4,NPK
Peaty,Barley,7.3,85,30,52,34.9,145,18.2,Urea
Peaty,Soybean,5.9,62,21,55,17.0,248,22.5,10-26-26
Chalky,Maize,5.4,76,25,79,27.7,111,19.4,10-26-26
Clay,Barley,7.5,118,51,79,27.3,130,22.3,Urea
Peaty,Sugarcane,5.5,50,53,39,25.7,198,31.0,10-26-26
Sandy,Rice,8.0,94,34,49,31.3,137,34.4,NPK
Loamy,Barley,6.8,115,38,62,32.7,208,31.7,Urea
Sandy,Barley,8.1,48,53,63,10.3,150,34.4,10-26-26
Peaty,Soybean,6.4,93,54,31,30.0,183,20.2,10-26-26
Silty,Maize,6.1,42,42,36,16.8,105,23.0,10-26-26
Clay,Wheat,5.0,51,30,53,30.1,159,18.2,10-26-26
Sandy,Barley,5.8,75,25,76,14.4,127,28.0,10-26-26
Sandy,Soybean,5.5,43,27,75,16.5,182,26.3,10-26-26
Clay,Maize,7.1,118,53,57,13.0,81,21.0,DAP
Sandy,Cotton,5.5,58,26,75,34.3,244,24.8,10-26-26
Peaty,Cotton,6.9,46,23,42,16.0,121,26.3,10-26-26
Clay,Barley,4.8,65,26,68,10.9,194,26.0,10-26-26
Peaty,Soybean,6.1,115,59,68,13.4,92,29.7,Urea
Clay,Soybean,8.5,75,22,30,19.9,133,28.6,10-26-26
Loamy,Cotton,8.4,54,35,36,30.8,207,25.9,10-26-26
Chalky,Rice,7.4,115,49,78,13.2,246,26.7,NPK
Peaty,Cotton,5.6,45,26,70,14.0,179,25.2,10-26-26
Sandy,Soybean,5.0,85,59,78,27.5,93,25.8,Compost
Chalky,Sugarcane,6.6,73,26,67,13.7,245,20.4,10-26-26
Loamy,Soybean,6.8,99,53,51,34.6,173,19.6,Urea
Chalky,Rice,5.6,49,33,58,31.7,167,19.2,10-26-26
Sandy,Maize,8.0,107,30,75,23.1,110,24.9,Urea
Silty,Wheat,5.7,111,53,73,17.4,193,23.2,Urea
Peaty,Barley,8.0,40,50,38,28.1,199,29.4,10-26-26
Peaty,Soybean,7.7,47,34,59,16.4,108,28.5,10-26-26
Silty,Rice,6.3,94,21,65,29.6,211,23.3,10-26-26
Clay,Soybean,7.1,118,50,39,32.1,113,24.8,10-26-26
Sandy,Barley,4.8,116,57,70,22.9,178,23.9,Compost
Loamy,Cotton,7.2,102,27,64,33.8,130,26.3,10-26-26
Silty,Maize,6.4,69,22,58,26.4,187,19.8,10-26-26
Peaty,Soybean,5.5,53,20,41,33.0,153,29.4,10-26-26
Peaty,Rice,4.6,110,43,80,15.1,170,29.6,Compost
Silty,Soybean,7.6,104,22,30,31.0,123,23.0,10-26-26
Chalky,Maize,8.2,77,32,79,23.8,114,29.8,DAP
Silty,Wheat,6.9,60,27,55,13.1,229,34.4,10-26-26
Clay,Soybean,5.0,89,58,72,16.4,177,31.8,Compost
Peaty,Maize,7.0,98,36,55,31.0,250,26.8,Compost
Clay,Cotton,6.0,96,42,34,33.0,191,18.6,10-26-26
Peaty,Barley,7.9,55,35,66,15.8,173,32.4,10-26-26
Chalky,Barley,5.1,58,25,50,24.5,94,33.1,10-26-26
Chalky,Rice,6.4,92,39,39,28.7,179,31.7,10-26-26
Clay,Rice,7.4,101,20,43,33.1,130,25.6,10-26-26
Loamy,Rice,5.2,106,36,80,11.2,120,22.2,Compost
Loamy,Soybean,5.1,67,27,69,23.9,217,21.1,10-26-26
Sandy,Sugarcane,4.7,57,38,64,10.9,154,32.1,10-26-26
Peaty,Rice,6.9,68,21,30,19.0,157,33.2,10-26-26
Clay,Barley,4.8,94,58,34,34.5,83,28.5,10-26-26
Loamy,Soybean,5.2,69,22,39,27.0,105,31.0,10-26-26
Loamy,Rice,6.2,88,50,76,31.5,173,20.6,NPK
Chalky,Sugarcane,5.6,89,38,55,12.3,142,21.6,NPK
Sandy,Barley,5.5,118,41,44,32.9,159,19.3,Urea
Peaty,Rice,6.2,51,20,50,23.3,84,33.3,10-26-26
Clay,Soybean,8.5,75,51,56,28.8,146,34.5,DAP
Silty,Sugarcane,7.6,114,47,37,34.1,161,30.0,10-26-26
Silty,Wheat,4.8,110,41,50,20.0,108,29.0,Compost
Sandy,Sugarcane,5.9,49,48,61,16.8,164,27.8,10-26-26
Clay,Wheat,8.2,69,57,53,10.9,224,31.1,Compost
Peaty,Rice,7.4,83,43,46,34.1,119,33.8,NPK
Silty,Soybean,7.5,45,58,59,23.0,121,21.5,10-26-26
Sandy,Barley,6.7,89,21,39,29.1,155,33.2,10-26-26
Loamy,Cotton,7.7,87,37,57,14.9,198,28.2,Compost
Sandy,Rice,5.8,85,24,58,10.2,106,21.4,10-26-26
Clay,Cotton,5.0,66,23,62,31.1,198,22.4,10-26-26
Clay,Maize,5.6,89,36,78,34.0,246,24.4,Compost
Peaty,Barley,4.5,69,50,72,17.1,95,20.0,Compost
Sandy,Rice,4.9,102,40,49,11.9,138,28.1,Compost
Peaty,Rice,5.3,63,48,48,19.0,98,32.7,Compost
Loamy,Sugarcane,6.2,81,49,72,32.9,126,26.5,NPK
Silty,Rice,6.1,60,56,41,28.8,165,19.2,10-26-26
Silty,Barley,4.9,107,45,39,26.3,195,26.3,10-26-26
Sandy,Sugarcane,7.7,106,39,32,32.9,194,24.6,10-26-26
Silty,Cotton,6.9,72,28,30,22.5,194,34.7,10-26-26
Chalky,Cotton,7.8,66,29,60,32.8,97,22.3,10-26-26
Chalky,Wheat,7.6,83,33,76,16.6,220,21.5,Urea
Silty,Cotton,8.3,93,28,52,10.5,234,34.4,10-26-26
Sandy,Wheat,5.1,107,47,76,30.5,209,22.7,Compost
Silty,Sugarcane,5.9,46,46,72,15.4,87,28.0,10-26-26
Loamy,Sugarcane,5.9,106,45,67,26.4,139,18.3,NPK
Sandy,Rice,4.8,82,43,79,12.5,140,25.1,Compost
Loamy,Rice,7.8,84,21,73,32.2,214,22.2,10-26-26
Peaty,Soybean,6.8,58,50,42,29.2,227,22.9,10-26-26
Silty,Barley,6.1,50,40,68,23.1,195,20.3,10-26-26
Silty,Maize,4.6,41,40,42,13.8,247,28.7,10-26-26
Chalky,Maize,4.8,92,48,33,14.7,201,23.7,10-26-26
Peaty,Sugarcane,4.8,99,51,75,14.8,166,33.5,Compost
Loamy,Maize,4.6,60,47,34,26.3,230,24.5,10-26-26
Chalky,Soybean,7.2,43,35,80,24.7,214,21.8,10-26-26
Loamy,Wheat,7.9,63,50,43,22.3,183,32.0,NPK
Sandy,Cotton,6.1,66,31,33,34.6,125,31.1,10-26-26
Sandy,Barley,8.4,58,50,36,22.9,107,26.1,10-26-26
Clay,Soybean,7.5,99,43,71,32.0,205,34.4,Compost
Peaty,Rice,5.8,102,26,57,30.0,122,21.6,10-26-26
Clay,Soybean,6.7,77,30,69,14.5,219,23.9,10-26-26
Clay,Maize,8.2,74,55,55,13.7,227,28.8,DAP
Peaty,Wheat,6.9,44,43,41,13.0,106,23.5,10-26-26
Silty,Sugarcane,6.8,41,33,67,14.7,125,31.6,10-26-26
Sandy,Rice,8.4,63,46,66,15.4,220,21.2,Urea
Clay,Maize,6.3,63,45,47,28.7,206,22.8,DAP
Clay,Rice,4.6,94,54,31,23.5,98,34.3,10-26-26
Silty,Cotton,6.1,42,33,35,20.5,182,34.5,10-26-26
Sandy,Cotton,7.3,45,41,73,28.0,82,27.6,10-26-26
Clay,Maize,8.4,114,32,43,27.2,127,33.2,Compost
Silty,Wheat,7.3,72,37,54,28.4,227,22.9,Urea
Sandy,Soybean,5.7,54,48,40,29.6,224,23.0,10-26-26
Loamy,Soybean,6.8,96,47,45,16.2,222,31.9,Urea
Peaty,Wheat,4.9,112,22,77,30.7,181,28.2,10-26-26
Loamy,Maize,5.2,47,30,52,23.6,237,22.8,10-26-26
Chalky,Sugarcane,5.8,110,40,36,18.8,234,19.1,10-26-26
Sandy,Barley,8.4,117,34,38,10.8,198,29.3,10-26-26
Chalky,Wheat,6.0,103,31,64,26.2,102,24.1,Urea
Sandy,Sugarcane,7.2,55,44,44,28.2,169,29.7,10-26-26
Chalky,Rice,5.0,78,56,57,26.4,95,22.8,Compost
Sandy,Soybean,4.6,95,46,58,20.4,181,25.4,Compost
Chalky,Maize,6.4,61,49,40,27.6,221,23.3,DAP
Chalky,Maize,5.8,85,33,67,11.5,205,29.7,10-26-26
Peaty,Barley,6.8,120,57,53,18.7,85,30.0,Urea
Silty,Barley,6.6,40,52,64,21.7,191,26.7,10-26-26
Loamy,Soybean,7.0,40,46,77,26.5,206,22.9,10-26-26
Loamy,Soybean,5.1,92,21,40,13.9,91,28.9,10-26-26
Peaty,Rice,8.0,53,56,40,20.2,232,20.9,10-26-26
Clay,Wheat,7.5,63,24,53,30.8,156,33.0,10-26-26
Sandy,Sugarcane,6.9,44,37,46,31.5,218,18.3,10-26-26
Peaty,Rice,4.9,114,34,41,12.3,120,30.1,Compost
Loamy,Wheat,4.8,71,33,41,22.4,81,26.0,Compost
Sandy,Wheat,5.7,85,24,32,31.8,119,20.9,10-26-26
Loamy,Barley,5.9,82,42,33,29.4,109,18.5,10-26-26
Peaty,Barley,7.2,68,41,48,30.4,164,33.8,NPK
Chalky,Rice,8.0,68,45,67,18.0,209,28.0,Vermicompost
Peaty,Maize,4.8,66,59,42,16.4,142,19.6,Compost
Sandy,Wheat,5.8,77,35,55,31.9,121,23.9,Urea
Peaty,Cotton,6.7,56,20,64,20.8,86,25.8,10-26-26
Loamy,Sugarcane,8.4,108,34,37,17.4,112,28.7,10-26-26
Loamy,Soybean,6.2,74,25,40,11.5,228,26.3,10-26-26
Clay,Cotton,7.8,82,58,55,12.5,160,19.2,DAP
Peaty,Sugarcane,5.1,118,28,33,29.1,110,30.3,10-26-26
Sandy,Wheat,6.8,103,45,42,21.7,99,33.1,Urea
Silty,Cotton,7.6,79,57,53,30.3,151,31.8,DAP
Sandy,Rice,7.1,41,44,41,21.5,232,32.7,10-26-26
Loamy,Barley,8.2,51,56,43,10.6,194,18.9,10-26-26
Loamy,Sugarcane,8.3,52,57,38,16.9,126,32.8,10-26-26
Silty,Cotton,6.1,49,34,36,13.0,203,19.4,10-26-26
Loamy,Wheat,5.1,91,28,57,16.2,150,26.3,10-26-26
Silty,Maize,7.3,59,52,70,34.7,182,25.5,10-26-26
Loamy,Cotton,6.6,53,29,74,23.0,86,27.2,10-26-26
Peaty,Cotton,6.6,55,48,79,10.2,138,18.0,10-26-26
Clay,Rice,4.9,113,57,40,12.5,248,30.0,Compost
Chalky,Sugarcane,5.3,74,40,38,32.4,149,33.8,10-26-26
Clay,Wheat,8.4,61,26,34,33.5,170,22.6,10-26-26
Chalky,Wheat,6.5,82,42,30,14.4,161,31.7,10-26-26
Clay,Maize,8.1,66,28,36,31.3,228,25.4,10-26-26
Chalky,Rice,7.5,78,35,72,12.4,92,18.7,Vermicompost
Silty,Cotton,7.5,115,49,70,20.6,115,34.9,DAP
Loamy,Cotton,4.9,117,28,53,31.4,144,26.2,10-26-26
Sandy,Wheat,7.8,51,52,64,30.4,140,33.6,10-26-26
Chalky,Soybean,5.7,72,60,73,33.7,162,20.6,NPK
Peaty,Soybean,4.8,54,57,41,20.8,81,32.1,10-26-26
Loamy,Soybean,6.4,109,50,61,30.7,90,30.4,Compost
Silty,Barley,5.3,88,56,42,33.7,133,19.0,Compost
Sandy,Soybean,8.1,61,57,67,17.6,222,26.5,Compost
Loamy,Rice,6.2,85,59,33,14.3,122,24.1,10-26-26
Loamy,Cotton,5.3,109,38,57,15.1,150,21.2,Compost
Clay,Sugarcane,6.5,82,60,62,29.9,171,27.7,NPK
Chalky,Sugarcane,8.1,107,32,77,25.9,218,29.7,NPK
Sandy,Soybean,7.2,81,47,75,21.2,202,29.7,DAP
Silty,Soybean,4.8,62,21,77,31.5,210,31.2,10-26-26
Loamy,Cotton,5.5,101,28,72,29.2,229,18.2,10-26-26
Sandy,Maize,5.4,79,33,79,11.6,243,31.3,Compost
Loamy,Barley,7.5,87,25,80,30.3,229,18.1,10-26-26
Silty,Wheat,6.5,111,30,41,27.6,126,20.6,Urea
Loamy,Rice,7.1,53,54,41,12.1,170,21.1,10-26-26
Chalky,Soybean,6.4,91,30,78,26.3,156,20.5,Compost
Sandy,Sugarcane,5.2,92,32,67,15.1,144,22.1,Compost
Sandy,Barley,5.4,41,25,40,19.9,121,29.1,10-26-26
Sandy,Maize,6.3,51,38,66,29.4,226,30.2,10-26-26
Sandy,Sugarcane,5.0,41,20,68,11.2,247,32.9,10-26-26
Silty,Cotton,4.8,61,48,32,13.7,114,18.4,10-26-26
Silty,Cotton,7.0,40,36,51,24.6,93,34.8,10-26-26
Peaty,Maize,8.0,95,32,41,20.3,97,24.3,Compost
Loamy,Barley,5.7,45,21,75,13.8,139,20.3,10-26-26
Peaty,Rice,5.0,46,25,66,12.9,136,22.1,10-26-26
Sandy,Maize,5.7,65,54,69,34.0,125,27.8,DAP
Sandy,Wheat,8.5,78,49,35,19.3,102,25.8,10-26-26
Peaty,Wheat,5.8,88,20,74,14.6,91,20.4,10-26-26
Silty,Rice,8.3,107,29,59,34.7,204,18.8,10-26-26
Chalky,Rice,5.1,81,45,47,20.6,182,21.2,Compost
Clay,Barley,6.0,93,23,60,13.2,191,25.8,10-26-26
Sandy,Cotton,5.6,76,33,75,18.8,214,19.6,NPK
Loamy,Rice,6.2,41,56,50,34.6,138,23.6,10-26-26
Silty,Wheat,8.0,65,37,57,31.1,103,34.2,Compost
Silty,Barley,7.7,58,34,73,26.5,108,32.6,10-26-26
Sandy,Soybean,4.8,65,46,37,21.6,83,34.8,10-26-26
Chalky,Soybean,7.6,119,36,48,34.1,103,31.3,Compost
Loamy,Wheat,8.0,65,26,54,27.7,169,30.9,10-26-26
Loamy,Soybean,6.6,76,27,77,33.1,130,32.0,10-26-26
Silty,Wheat,7.9,99,50,72,26.8,179,23.2,Urea
Peaty,Maize,4.6,101,46,78,33.4,88,28.0,Compost
Silty,Soybean,5.7,66,36,68,13.7,154,32.1,DAP
Peaty,Rice,7.8,75,47,34,30.4,201,29.0,10-26-26
Loamy,Soybean,6.0,83,26,62,17.6,220,18.1,10-26-26
Silty,Rice,7.8,51,51,69,12.2,237,28.7,10-26-26
Peaty,Wheat,6.5,62,39,74,23.2,126,33.8,Urea
Sandy,Maize,4.6,111,34,58,29.3,158,18.9,Compost
Loamy,Soybean,4.7,74,24,79,20.7,207,19.1,10-26-26
Sandy,Wheat,7.7,74,42,57,23.2,165,18.5,Urea
Sandy,Sugarcane,4.7,89,56,46,25.3,194,31.7,Compost
Peaty,Soybean,6.3,41,30,52,23.9,155,31.6,10-26-26
Peaty,Maize,6.9,68,44,78,15.6,115,28.4,DAP
Silty,Sugarcane,7.0,112,22,47,28.4,199,28.6,10-26-26
Sandy,Wheat,8.4,106,47,76,14.9,148,34.2,Urea
Clay,Barley,6.7,41,20,68,26.8,166,19.7,10-26-26
Sandy,Sugarcane,6.0,83,60,50,29.2,203,30.0,NPK
Chalky,Maize,4.7,62,25,55,23.7,151,19.5,10-26-26
Sandy,Maize,8.5,115,58,31,32.4,88,18.4,10-26-26
Peaty,Soybean,7.9,68,50,64,33.0,99,24.0,10-26-26
Chalky,Cotton,7.4,46,39,61,21.1,245,29.1,10-26-26
Chalky,Cotton,5.9,52,38,44,18.1,196,25.2,10-26-26
Peaty,Sugarcane,5.1,73,37,43,30.8,197,23.9,Compost
Clay,Cotton,6.1,88,25,64,32.4,195,26.4,10-26-26
Chalky,Soybean,6.7,84,46,46,33.9,186,33.1,Compost
Sandy,Barley,5.2,89,34,55,21.8,221,34.5,Compost
Clay,Maize,6.0,78,25,63,19.3,175,21.3,10-26-26
Peaty,Barley,5.0,117,56,32,28.5,95,31.1,10-26-26
